Você já fez compras de mercado online?,Você já desistiu de fazer uma compra online pelo aplicativo do BIG ou BIG Bompreço?,"Nessas ocasiões, o que fez você desistir da compra?",Você sentiu alguma dificuldade enquanto navegava pelo aplicativo? ,"Se sim, você sentiu dificuldade em qual parte do aplicativo?",Você tem algo a mais sobre a sua experiência para dividir conosco?,Submitted At,Token
FALSE,FALSE,,,,Biscoito Crean Cracker Piraquê está com preço 33% maior que outros mercados.,10/15/2021 23:17:51,6rr7vum3k4ztwh36rr7v3crkvztcjj2a
TRUE,FALSE,,,,Ótimas ofertas,10/15/2021 23:17:59,6fdknvstqcr22ifh5z5g6fdknj5jn1t7
TRUE,TRUE,"Promoção divulgada não funcionou, Os preços que encontrei não foram atrativos",FALSE,,,10/15/2021 23:18:03,racfbcv2osf57wdmiwracf2t1tzhugdi
TRUE,FALSE,,,,Acho o aplicativo muito ruim,10/15/2021 23:18:27,h184a09ti10ph1845rnmila7ehbsvs4x
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,As ofertas poderiam ser mais relevantes quanto os alimentos e não só a produtos de limpeza e bebidas,10/15/2021 23:18:59,kcon92vxe25h3j5n0g9tkcon9uk5j3w1
TRUE,FALSE,,,,,10/15/2021 23:23:04,xt84m9x32zx38bwloc85xt84m1fkxkzp
TRUE,TRUE,Valor mínimo de compra é muito alto,FALSE,,App muito bom,10/15/2021 23:25:42,p3fz77b4tqpfjg9p9xhp3fzowc53raaq
TRUE,FALSE,,,,Muitos produtos sem preço. Agilizaria a minha compra se tivesse preço.,10/15/2021 23:34:35,5fbofnehzegmmdq5xmqs5fbo4q1tytvv
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,Não,10/15/2021 23:38:40,8lsleslp917lepuqs8lsleayak0yuytj
TRUE,TRUE,O aplicativo é muito lento,FALSE,,Gosto dos descontos oferecidos,10/15/2021 23:39:00,z5h5bommkmf1m3h9sz5h5b3snlldxfoy
TRUE,TRUE,Valor mínimo de compra é muito alto,FALSE,,,10/15/2021 23:40:34,ymk6e0tmcufvpijzjdymk6e08udar3nh
TRUE,FALSE,,,,,10/15/2021 23:42:03,xloppugofm4w54taaaqrjxlopp8qcwp4
FALSE,FALSE,,,,Não,10/15/2021 23:42:31,cu5acoe95eju2xka9cu5acoe9utkbhv1
TRUE,FALSE,,,,"Não, é tudo ótimo...",10/15/2021 23:43:05,tbv18os36inceyoba2rtbv18u3lezd93
TRUE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,TRUE,Carrinho,,10/15/2021 23:45:10,12hmr7c4i0o5vab212hvmi59k5j5zzx6
TRUE,TRUE,"Valor mínimo de compra é muito alto, O aplicativo não atende minha região",FALSE,,Ótimos descontos e cupons.,10/15/2021 23:51:33,v6vsidh5ahklgwxh88v6vsid1wj8amko
TRUE,TRUE,"Valor mínimo de compra é muito alto, Promoção divulgada não funcionou",TRUE,Listagem de produtos,,10/15/2021 23:52:18,udsjvsest80ss07kudsjvhnjl43i44cy
TRUE,FALSE,,,,"Há funcionários com boa vontade em ajudar, em relação ao aplicativo, e outros com má vontade.",10/15/2021 23:56:48,osrxhpfszz2v93osrxkppr73qe6r2a4g
FALSE,FALSE,,,,,10/15/2021 23:58:29,sz5rs4dvokdtg3qxsvhjksz5rs44jur9
TRUE,FALSE,,,,"A funcionários que ajudam em ref ao app, e outros que não tem a mínima vontade.",10/15/2021 23:59:29,1jzw4bis1jyd6n8j1jzw4ktohy5r7zjl
FALSE,FALSE,,,,Excelente preço das Carnes,10/16/2021 0:05:47,yeoh6dvhxshdp8lmca5lpsyeoh6d72s6
TRUE,FALSE,,,,,10/16/2021 0:06:32,r37cnip16u7rblp1j4oror37cnip1q81
TRUE,FALSE,,,,,10/16/2021 0:07:18,cjiu0mu4gs980ea82ucjiu0mv3u9wr37
FALSE,TRUE,"Os preços que encontrei não foram atrativos, Não consegui navegar bem pelas categorias do aplicativo",TRUE,Listagem de produtos,Aplicativo é muito lento,10/16/2021 0:09:09,475o3gmp9o1ycps6k475o37da4hchy1z
TRUE,TRUE,Veio faltando metade,FALSE,,,10/16/2021 0:09:38,wf2a7pjr4s59mtt03tfwf2a7pj4qax2w
FALSE,TRUE,"O aplicativo não disponibiliza parcelamento das compras, Não consegui navegar bem pelas categorias do aplicativo",TRUE,Login ou cadastro,Tudo bom,10/16/2021 0:10:39,chij2r6ixt2emeqjchij2rekejk7m7vm
FALSE,FALSE,,,,O acesso é difícil. Cheio de bug,10/16/2021 0:12:52,1efv9eqjroz5u162s1w1efv7j58xkn8s
FALSE,FALSE,,,,Excelente atendimento e produtos de qualidade,10/16/2021 0:23:44,76sn90fx873g90r76sntvobwcxh06kcg
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Valor mínimo de compra é muito alto",FALSE,,"Sei que estão melhorando o app, mas precisa deixar mais atrativo. Compro pela Internet há uns 20 anos. Gostamos de desconto coloquem cupons. O frete sai muito caro pra minha região.",10/16/2021 0:24:22,mar8v284tam1mgjmar88akmjxo5i18wp
TRUE,TRUE,Não consegui ver o desconto do item no carrinho,FALSE,,Continuem em contato com seus clientes para saber o grau de satisfação com vosso atendimento.,10/16/2021 0:29:30,vq1r8cp262xi7bzqwqlmvq1r8cpftroo
TRUE,FALSE,,,,"Acho muito bom esse aplicativo, e muito bom os cupons.",10/16/2021 0:29:39,05axj097in9pr84mpz05axj09j1k5hfy
TRUE,FALSE,,,,🤑🤑🤑🤑,10/16/2021 0:29:42,158i6nirtofirwzvv8skrc7l158i6nif
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,"O aplicativo é muito bom, porém nem sempre as ofertas apresentadas valem a pena, e ainda tem a taxa de tele....",10/16/2021 0:34:37,vswz5tei7igwidi2e2gvswz5texwxt5r
TRUE,FALSE,,,,Mais variedades no app,10/16/2021 0:41:52,kt4p0y7sh12gjsu299pyckt4p0vmeogd
TRUE,FALSE,,,,,10/16/2021 0:43:21,wat5wtkvo0aj3n5awat5wnq58holooxw
FALSE,FALSE,,,,"Estão fazendo propaganda falsa, sobre determinados produtos, tipo 50% desc. Na segunda unid. Ex Pizza.
Se notarmos bem quando nos oferecem  estás promoções, o valor unitário da 1unid aumenta de preço , compensando o desconto concedido.
Falo com experiência, pois estou TDS dias no Big.",10/16/2021 0:47:44,4fa3beu198fofd9n4fa3b2sahduyjrpd
FALSE,TRUE,"Não consegui ver o desconto do item no carrinho, Os preços que encontrei não foram atrativos",TRUE,"Listagem de produtos, Página inicial, Carrinho",Acho q os itens em ofertas não deveriam ser bloqueados,10/16/2021 0:51:04,pso7sv1y263s5m7mspso7sv1j7jjrb5c
TRUE,TRUE,"Promoção divulgada não funcionou, Os preços que encontrei não foram atrativos, Não consegui ver o desconto do item no carrinho",FALSE,,,10/16/2021 0:58:27,c4df38acye3szn0zkzfc4df38ofe9bb2
FALSE,FALSE,,,,Eu vou toda semana no big da Washington Luís e faço minhas compras lá,10/16/2021 1:00:26,fovhbxvjvzifch5qfov2ygjjltq25yyv
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Não consegui ver o desconto do item no carrinho, Valor mínimo de compra é muito alto",FALSE,,O cupom de desconto não funcionou,10/16/2021 1:00:39,efxs0689jd9suyz5kefx4hpwbx164305
TRUE,TRUE,Não consegui ver o desconto do item no carrinho,FALSE,,"Ganhei um cupom de desconto de aniversário , porém não funciona",10/16/2021 1:01:29,jtfdpsem931rll0b04jtfdpq12mtru0f
TRUE,TRUE,Não consegui ver o desconto do item no carrinho,FALSE,,Acho que poderia ter uma ordenação de menor para maior preço,10/16/2021 1:07:09,um5xq689k75q3f8um5xqztaciwdoqaip
TRUE,TRUE,Não encontrei exatamente o produto que procurava,FALSE,,,10/16/2021 1:11:21,2s2hnvcsx9lgchcmhe2s2hn87zeyp8mv
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,"Realizei 2 compras e não me entregaram os produtos alegando indisponibilidade. Reclamei no SAC, e além do atendimento péssimo e descumprimento de prazos, nada foi resolvido.",10/16/2021 1:11:31,jksfsrovhj0bavpaujksfsrzc0g3t6rc
TRUE,TRUE,"Não consegui ver o desconto do item no carrinho, Promoção divulgada não funcionou",FALSE,,Acho que poderia ter uma ordenação de menor para maior preço.,10/16/2021 1:11:50,m6hvovk33gbp9895m6hvovk3y9fhk2g0
FALSE,TRUE,"Os preços que encontrei não foram atrativos, Não encontrei exatamente o produto que procurava, O aplicativo não disponibiliza parcelamento das compras",TRUE,Login ou cadastro,Agente a gente digita as coisas aparecem outra,10/16/2021 1:13:58,2b2lk6s801zp3j3x2w2b2lkzi5gcstnx
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,"Pra que escrever, ninguém vai ler, ou se ler não fará nada!?!?",10/16/2021 1:14:25,bfhbg5lurpu2621kbfv0wlj62hm6zcre
FALSE,TRUE,"Os preços que encontrei não foram atrativos, Valor mínimo de compra é muito alto",FALSE,,,10/16/2021 1:19:49,ozbzve7xej6b5x8a4ozbzv23kav8cwvk
TRUE,FALSE,,,,,10/16/2021 1:34:11,2213ukm233ax4kgxg2213ukduomx6fv3
TRUE,FALSE,,,,,10/16/2021 1:35:09,w7c3bjx3qxzieihe74ft5iw7c3bjhpfg
TRUE,TRUE,"Promoção divulgada não funcionou, Não consegui ver o desconto do item no carrinho",TRUE,Listagem de produtos,"Fiz duas compras em que enviaram produtos de marcas diferentes das que comprei, por preços superiores aos que eu tinha concordado em pagar. Fiz a reclamação, passaram-se mais de 3 meses, e ainda não tive o valor que paguei a mais restituído, mesmo tendo feito vários chamados. Um absurdo.",10/16/2021 1:37:08,8ir74no323lnkxoa479d8ir74nolnko3
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,Não,10/16/2021 1:44:14,v60gggj32bmyb3v60vp2pxrf18swm9vp
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Valor mínimo de compra é muito alto",FALSE,,,10/16/2021 1:46:27,pdm3ux64hu4mm2zqt8w04pdm3ux64hti
TRUE,TRUE,Custo do frete,FALSE,,,10/16/2021 1:52:07,3xum35ktpi0at692vo3xum3cm3zidwnw
FALSE,TRUE,Frete,FALSE,,,10/16/2021 1:52:31,tp9jnr4gdcbe119wcvtp9jnr7tnworyy
TRUE,TRUE,Não consegui ver o desconto do item no carrinho,FALSE,,,10/16/2021 1:58:38,ca4m6pgvggpmgoi0c57ewca4m6pg8gvh
TRUE,TRUE,"Não encontrei exatamente o produto que procurava, Promoção divulgada não funcionou, Prazo de entrega muito demorado",TRUE,Tela de pagamento,Problemas relacionados à Bugs no app dificultam a experiência de compra.,10/16/2021 2:00:46,wazi922mselg85xkwawbqmbdq7m6jljn
FALSE,FALSE,,,,Gosto de compra no big,10/16/2021 2:01:09,x4cgb7b6qegrofbhvlx4cgbwu53dp1ex
TRUE,FALSE,,,,Ótima experiência. Adoro as promoções e cupons. Sempre compro fraldas.,10/16/2021 2:04:23,4bdzu77qqt0s07a9754bdzmh51g4q1gw
TRUE,FALSE,,,,Ótimo,10/16/2021 2:05:00,rmukd89q22hc5r5ajvejmrrmukd89qx7
TRUE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,"Pagamento deveria não ser só com cartão de crédito, mas deveria ter Pix ou débito em conta.",10/16/2021 2:06:27,mx3p022e8xrrh8gwqkmx3pihdbsh41px
TRUE,FALSE,,,,Só abrir mais pontos de compras online e delivery entregas para cidades metropolitana .,10/16/2021 2:08:20,7rai41cqpbbxdq0o7ra18dx7tabznuul
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,fui tentar utiliza um cupom que o sac ao me liga me forneceu porem ao tenta utiliza o mesmo ja estava expirando porem o mesmo informou que a validade dele era de 1 ano,10/16/2021 2:11:17,ay06vkvdpagajvy30ay06vafwqipeb18
FALSE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,Gostaria que aceitasse cartão alimentação no aplicativo.,10/16/2021 2:17:54,7gf07905gdnuk7gf0792a7a940xn8p6y
TRUE,FALSE,,,,Talvez um upgrade no conceito do app,10/16/2021 2:22:14,mh7la9dvdh5pp7fkmh7la7dqelc8frt5
TRUE,FALSE,,,,,10/16/2021 2:22:50,nsyu907r3clc95fnbznsyu9yguhgnwzv
TRUE,TRUE,Meu número de celular foi bloqueado e não tenho com confirmar por sms  minha compra,FALSE,,Mais descontos,10/16/2021 2:28:00,w8t1v3yuowfsauakw8t1v3lvs3pltm2w
TRUE,FALSE,,,,,10/16/2021 2:34:41,ajy2lj5621v476xfh9fdajy2lvdirzln
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,"O aplicativo é bom, mas o fato de ter promoções no mercado que não estão disponíveis pelo aplicativo complica as coisas.",10/16/2021 2:35:57,lm9d56o67rc49hheqlm9dqy4j762ce6p
TRUE,TRUE,"Promoção divulgada não funcionou, Não consegui ver o desconto do item no carrinho, Prazo de entrega muito demorado",FALSE,,"A diferença das promoções do mercado e pelas compras online. Há também produtos que tem no mercado e não achamos no aplicativo. Ou que compramos e não entregam, mas ao irmos no mercado tem produtos. As sacolas chegam rasgadas também. Já tinha respondido, mas não recebi o cupom prometido.",10/16/2021 2:39:43,mf5xpvji7gwryagz2cmf5xpo8g0lsep6
TRUE,TRUE,"O aplicativo não possui o método de pagamento que eu gostaria, Os preços que encontrei não foram atrativos",FALSE,,,10/16/2021 2:40:25,dcwpqbdm35n9qqdcwpqq7w0jxep1i4vj
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,,10/16/2021 2:49:11,4p9khq9bpa5xay3piu4p9ka18ipd1bwb
TRUE,TRUE,"Valor mínimo de compra é muito alto, Os preços que encontrei não foram atrativos",FALSE,,"Infelizmente a última compra foi um horror. Preciso de ajuda, veio produtos que não comprei, consta uma coisa no cupom fiscal e veio outra, várias coisas. Estou tentando que resolvam.",10/16/2021 2:56:20,1kvrclipf5en3k6wow61kvrckhggdfip
TRUE,TRUE,Valor mínimo de compra é muito alto,FALSE,,,10/16/2021 3:02:58,tg0t75mz7m6lpdcatz0jjjlktg0t75mn
FALSE,FALSE,,,,Preços das frutas e verduras são muito caras em comparação aos concorrentes mais próximos.,10/16/2021 3:04:33,upu1tr19e3n2bf73juupu1tlw3pjfzmm
TRUE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,Boa,10/16/2021 3:13:16,1l8y3eqbl1us0fwtjkp62u1l8y3eqcqj
TRUE,TRUE,"Valor mínimo de compra é muito alto, Não consegui navegar bem pelas categorias do aplicativo, O aplicativo é muito lento",TRUE,"Listagem de produtos, Carrinho","O aplicativo tem muito bug, e falta muito produto que tem na loja.",10/16/2021 3:13:47,lgcrn4rtfmk7z3ktmwnlgcr2tiv40t3f
TRUE,FALSE,,,,precisa ser mais agil na entrega,10/16/2021 3:16:04,mqabgp3yicesm7wnwrcmqabgwq3hcexl
FALSE,FALSE,,,,Tudo otimo,10/16/2021 3:27:50,d3q7orcv65n4wfb9069e0fr62p03he4y
FALSE,FALSE,,,,É uma evolução...,10/16/2021 3:30:52,q1q5rxo6p1x3wq1q5si5nq24eahsqanv
FALSE,FALSE,,,,Preços justos,10/16/2021 3:33:22,0rwjdg364z9yy7f4opgmrg0rwjdg1iyn
TRUE,FALSE,,,,,10/16/2021 3:38:01,pg48c0lxibbl6vzjl1pg48c266dkx194
TRUE,FALSE,,,,,10/16/2021 3:52:15,c6sq51txycjyv3xjpc6sq51tmaaq7l1t
FALSE,TRUE,"Não entendi o preço total da compra, Valor mínimo de compra é muito alto, Os preços que encontrei não foram atrativos, Promoção divulgada não funcionou",FALSE,,Amo cupons,10/16/2021 3:56:42,fgn4ylfys2zvp8ghlvxs8jfgn4ylfytl
TRUE,TRUE,"Prazo de entrega muito demorado, O aplicativo não disponibiliza parcelamento das compras, Não encontrei exatamente o produto que procurava",FALSE,,,10/16/2021 3:59:27,xdbdjusfzm3rk41ewxdbdjb7qynl4vrx
FALSE,TRUE,Prazo de entrega muito demorado,TRUE,Login ou cadastro,Não,10/16/2021 4:04:30,d6ygc3zm31tk7jd6ygcmgev6vwri648y
TRUE,TRUE,"Promoção divulgada não funcionou, Os preços que encontrei não foram atrativos, Não consegui navegar bem pelas categorias do aplicativo",TRUE,Listagem de produtos,,10/16/2021 4:47:11,3r0d1vehadzxd1n3r0dwzajrd3stt4i5
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,Produtos que não vem e o dinheiro não e devolvido,10/16/2021 5:22:02,oz3eo92bpfc4nh1doz3earopqo75otix
FALSE,TRUE,Não consegui navegar bem pelas categorias do aplicativo,TRUE,Página inicial,Dificuldade em encontrar itens na pesquisa,10/16/2021 5:38:36,1sj9bti6kty40pfditj1sj9btiljbds2
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,Ter melhores promoções,10/16/2021 6:05:24,rgn6w4qog57uhyk6zrgn6w4vo7ipm8l0
TRUE,FALSE,,,,"O Big só precisa atualizar produtos no aplicativo, tipo farinha de trigo integral sentir bem, nunca entregam",10/16/2021 6:07:14,t9hrqjbr8ldukry8bot9hrfq6as5nzyx
TRUE,FALSE,,,,Alguns produtos no aplicativo estão desatualizados,10/16/2021 6:10:08,atixmh6q39si4zy99htyatixmh6r35r5
FALSE,FALSE,,,,Os preços estão um absurdo de caro.,10/16/2021 7:54:52,45ixnam2xx9oftp145ixna6vwlmqud51
TRUE,TRUE,"O aplicativo não possui o método de pagamento que eu gostaria, Etapa de pagamento complicada ou longa",TRUE,"Tela de pagamento, Listagem de produtos, Login ou cadastro",Se a compra for pelo aplicativo não gostaria de ir na loja física para resolver erro nas compras.,10/16/2021 7:59:29,q6b27z3rc2uf3x1q6b5r4oj2a9a7anqa
FALSE,FALSE,,,,Os preços estão muito altos,10/16/2021 8:43:50,etfbt5z9yp58bzzk1etfee04hawc4r1y
FALSE,TRUE,Os preços que encontrei não foram atrativos,TRUE,Listagem de produtos,Falta de produtos novos,10/16/2021 8:55:30,mwzmibkidp3s4amwzm3t5s8uos3o6tfa
TRUE,TRUE,O aplicativo não disponibiliza parcelamento das compras,FALSE,,Poderia parcelar algumas compras,10/16/2021 9:08:40,rk9mry1ku6rndjj6lngtrk9mr5shus6k
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,Poderia parcelar algumas compras,10/16/2021 9:10:00,q4ui3v2k33eon2ibwlv5kk37q4ui3v2k
TRUE,FALSE,,,,"Fiz uma compra, mais faltou alguns itens que eu pedi, e teve um valor cobrado a mais, este já foi estornado, creio  que como esta no inicio a tendência é melhorar todo o processo.",10/16/2021 9:16:47,88z12uotegzdz2888z12un4zf402uvqc
FALSE,TRUE,Valor mínimo de compra é muito alto,FALSE,,,10/16/2021 10:00:58,riy2ook9j2upxzrriy22rs88j35wpyb2
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Não encontrei exatamente o produto que procurava, Promoção divulgada não funcionou",FALSE,,"Gosto de wisky, logo que comecei a utilizar o site haviam diversas marcas boas, diversas vezes comprei 4 ou 5 garrafas é só entregaram uma, hoje só oferecem no site duas marcas horríveis, decepcionante",10/16/2021 10:03:23,wwvos7rmmt4dww4po9kl743qe5e4an4p
TRUE,FALSE,,,,"Minha reclamação é referente a entrega, pois nem sempre chega a encomenda no horário agendado e pra finalizar que continue assim com preços baixos e qualidade excelente",10/16/2021 10:06:09,p6b9yc9oqm15bb5p6b9yc449j70iuezf
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,Algumas vezes cobrado valor maior que o combinado de início,10/16/2021 10:08:19,8vwbgb65rsndpocf8vwbgnqcjouscdhq
TRUE,FALSE,,,,Não compro itens de supermercado por delivery,10/16/2021 10:10:31,g00l6kja2vyjv2tmm6g00lh1unj4hw2e
FALSE,FALSE,,,,Não compro itens de supermercado por delivery,10/16/2021 10:11:01,z6bc8vvbq1cd7z4iamblz6bc8ilreky4
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,,10/16/2021 10:35:57,zk4e0qaofmha1aw6ciw7j7zk4e07h8bm
FALSE,FALSE,,,,,10/16/2021 10:53:24,whkob8kj1x2iwzn0kwhkyxzs9lbzrwd6
TRUE,FALSE,,,,,10/16/2021 10:58:50,ezb7rd4rwlm3fwi2o97ezb7rdwhx44av
TRUE,TRUE,"Muita falta de produtos, o cupom acaba não compensando",FALSE,,Muito produtos que tem na loja física não aparece no aplicativo,10/16/2021 11:01:12,u6qtas01pmfvu6q2cgo4wi3avhnln9y4
TRUE,FALSE,,,,Nada,10/16/2021 11:22:22,y5uzspwep3w83b5gdsy5uzs2yxin5728
FALSE,FALSE,,,,,10/16/2021 11:22:35,9r8mcqv2fpkfptqdsgvxc9r8mcqmppmf
FALSE,FALSE,,,,Sinto falta de mais variedade de produtos eletro e de casa,10/16/2021 11:36:34,f5z78kwpy3mwzwf5z7vynuy58oi89x80
FALSE,FALSE,,,,Sinto falta de mais produtos eletro e de casa,10/16/2021 11:38:44,nt8a8tk67ozlyqpusmz4ent8a8c2d27f
TRUE,TRUE,"Não encontrei exatamente o produto que procurava, O aplicativo não possui o método de pagamento que eu gostaria, Prazo de entrega muito demorado",FALSE,,Gostaria de responder em outra oportunidade.,10/16/2021 11:41:39,fhvco8jfquk3eivvcfhvco8l20k74h5v
FALSE,TRUE,Não encontrei exatamente o produto que procurava,FALSE,,Vcs são maravilhosos.... todos os funcionários são muito atencioso...,10/16/2021 11:45:27,2kim2qz5r9q44qs2kim2jf5vxrbfyf24
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,,10/16/2021 11:51:01,meo17z34d5a2u83bg1ysmeo17z346z0n
TRUE,FALSE,,,,Nada,10/16/2021 11:52:43,yabf568ffv2t9sxxtyad6c5bqmqqtdcw
TRUE,FALSE,,,,Aceitaram o pedido e de PIS cancelaram,10/16/2021 11:53:37,odi3n1h0qkfvsqcgiodi56e6ttd8rlwl
FALSE,TRUE,"Não encontrei exatamente o produto que procurava, Resolvi comprar os produtos na loja fisica",FALSE,,Podia melhorar a data/horário para entrega dos produtos comprados pelo aplicativo. Algumas vezes o pedido seria feito num dia a tarde mas poderia ser retirado somente no outro dia…,10/16/2021 11:54:44,3di5bkchcxnovs99tj8u3di5bkzzyg6a
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,"Acho que o controle de estoque de vocês é on line, então se um produto acabar, deveria sair on line do site/app",10/16/2021 12:06:55,n2v4wqvr5e9qwyd5u3bcn2v4wqvkrxup
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,Algumas promoções quando ficam disponiveis no aplicativo a opção nem aparece.,10/16/2021 12:18:02,2mjmhvog8s6y0jkvlioka82mjmhvohp6
TRUE,TRUE,"Não consegui ver o desconto do item no carrinho, O aplicativo é muito lento, Promoção divulgada não funcionou, Não consegui navegar bem pelas categorias do aplicativo",TRUE,"Página inicial, Listagem de produtos","Acho o app muito lento e dentro das lojas onde há mais necessidade, pois algumas promoções é apenas pelo app, não funciona direito. Acho também que o layout poderia ser ter melhor visualização, principalmente as ofertas em destaque, acho pouco confuso. Talvez uma área exclusiva das ofertas do dia ou da semana ajudaria na escolha dos produtos!",10/16/2021 12:35:52,3aix3c1fden34yjoqp3aix38eoa1cn5t
FALSE,FALSE,,,,"Tive dificuldade de realiza compras pelo aplicativo por  ter que fazer muitos passos até finalizar a compra, se fosse mais fácil ficaria melhor.",10/16/2021 12:36:49,cn2h6dwrrozehwak7kd7dcn2h6xb2h53
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,quando fiz compra pra entrega no outro dia varios produtos sairam da promocao do dia e foi cobrado o valor do dia posterior,10/16/2021 12:41:33,y0sjv3g134d90ysdhy0sjv3gcmjbp9gz
TRUE,TRUE,"O aplicativo não possui o método de pagamento que eu gostaria, Promoção divulgada não funcionou, Valor mínimo de compra é muito alto, Não consegui ver o desconto do item no carrinho",FALSE,,Se disponibilizar a opção de pagamento com o Vale Alimentação seria muito bom pensem nisso vai ser benéfico para muitas pessoas.,10/16/2021 12:58:19,47oqdihg7jjqv47onyqeio3kpn8c55go
TRUE,TRUE,Prazo de entrega muito demorado,FALSE,,,10/16/2021 13:05:47,g0dypfehwifzc4ax71a30ikxjfg06syx
TRUE,TRUE,"Não entendi o preço total da compra, Promoção divulgada não funcionou, Não consegui ver o desconto do item no carrinho",FALSE,,Em algumas situações o desconto prometido no cupom não alterava o valor,10/16/2021 13:06:44,cjc17qeh156mlutpcjc15br5s6n5tm3c
TRUE,FALSE,,,,"Poderiam ter uma forma de contato direto com o comprador durante a compra dos produtos, poderia ter alguma forma de trocar produtos que estejam em falta através de um sistema dentro do App e não somente através de ligação.",10/16/2021 13:07:41,o677t0mrgexp1zdtkvho677tjqtlju9e
TRUE,TRUE,"Não consegui ver o desconto do item no carrinho, Não consegui navegar bem pelas categorias do aplicativo, O aplicativo é muito lento",TRUE,"Listagem de produtos, Página inicial",,10/16/2021 13:12:20,vyqp1j7ddkzevy4xkowpaa1ygvpfrlmb
TRUE,TRUE,"Promoção divulgada não funcionou, Não consegui navegar bem pelas categorias do aplicativo, Não consegui ver o desconto do item no carrinho",TRUE,"Página inicial, Listagem de produtos",,10/16/2021 13:14:51,8ctopnanvbwlclp9zy8cto2vkotrn7w8
TRUE,TRUE,Valor mínimo de compra é muito alto,FALSE,,,10/16/2021 13:21:57,yu2n0xg9rvha9xyu2nipdqfj8j9u8aa0
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,O cupom de desconto dessa pesquisa não funciona!!!!!!,10/16/2021 13:24:41,qmmlcfwmucis0a39hqmmlcf9bj6yfap8
TRUE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,Gostaria que Aceitassem o Verocard alimentação,10/16/2021 13:25:55,upx3jrqaj9wxkl0eu753zx1hupx3jrqa
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Promoção divulgada não funcionou, O aplicativo não atende minha região",FALSE,,Os descontos podiam ser cumulativos quando há mais de 1 disponível,10/16/2021 13:37:12,6q1knodw12fks3pxkpfc6q1kno4n6qop
FALSE,TRUE,Não confio no aplicativo para inserir meus dados de pagamento,FALSE,,,10/16/2021 13:37:57,y65awprrbybs7lmznjy65awprrp9wqac
TRUE,TRUE,Valor mínimo de compra é muito alto,FALSE,,,10/16/2021 13:38:43,9kvf3y3284o8yzrfw1r9kvf3y336vs3l
TRUE,FALSE,,,,Só poderia ter um suporte a mais com o entregador pra saber quando ele ta vindo como se fosse um rastreamento,10/16/2021 13:38:54,4xqud7igxkqpmptg04xquddiuhrxrsqz
TRUE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,,10/16/2021 13:47:22,3v62ipwtpqioqvjc2h2ayq023v62ipwh
TRUE,FALSE,,,,gostei muito,10/16/2021 13:48:22,t800wmx8jvhgqx0vubilt800wmbfx81h
TRUE,TRUE,Não entendi o preço total da compra,TRUE,Listagem de produtos,,10/16/2021 13:58:09,oszvvswxu5kq7l049lcoszvvjjj7nap1
TRUE,TRUE,"O aplicativo não possui o método de pagamento que eu gostaria, Os preços que encontrei não foram atrativos",FALSE,,,10/16/2021 14:07:30,4jmg25dnxeh8kd4jmg2xxhwz8bclqa4d
FALSE,FALSE,,,,,10/16/2021 14:11:50,t51dazmbaqcpdyzwdl65t51dazo88esy
FALSE,FALSE,,,,não,10/16/2021 14:13:53,6pvpbwrchix7ilj9k5ms6pvpbwrwus9n
FALSE,FALSE,,,,,10/16/2021 14:38:01,5v4cvdlqngvfzhomf0r5v4cvdlqnyiro
FALSE,FALSE,,,,Não,10/16/2021 14:39:12,jpohsj3mv205d5oxnx2eyjpohsj3rkou
FALSE,TRUE,Prazo de entrega muito demorado,TRUE,Login ou cadastro,Estou aprendendo ainda a mexer com o online.,10/16/2021 14:56:40,z7tec1p2wdmuehtt2go9awz7tec1hhck
